,Current_state_heat,Current_state_watt,Next_State_heat,Next_State_watt,Action,Reward
0,28.0,0.0,25.89625843200326,0.5027,4.0,2.0
1,25.89625843200326,0.5027,25.265013414932476,0.0,4.0,2.0
2,25.265013414932476,0.0,24.774737588454933,0.0,4.0,2.0
3,24.774737588454933,0.0,24.396754081397393,0.0,4.0,2.0
4,24.396754081397393,0.0,24.10863648404164,0.0,4.0,2.0
5,24.10863648404164,0.0,23.892840242710957,0.0,4.0,2.0
6,23.892840242710957,0.0,23.735632869705988,0.0,4.0,-1.0
7,23.735632869705988,0.0,23.62625774025305,0.0,4.0,-1.0
8,23.62625774025305,0.0,23.55628048842687,0.0,4.0,-1.0
9,23.55628048842687,0.0,23.519078145413797,0.0,4.0,-1.0
10,23.519078145413797,0.0,23.509439864711126,0.0,4.0,-1.0
11,23.509439864711126,0.0,23.523254880458982,0.0,4.0,-1.0
12,23.523254880458982,0.0,23.55726866179168,0.0,4.0,-1.0
13,23.55726866179168,0.0,23.608892382055362,0.0,4.0,-1.0
14,23.608892382055362,0.0,23.67605407037376,0.0,4.0,-1.0
15,23.67605407037376,0.0,23.75708235243776,0.0,4.0,-1.0
16,23.75708235243776,0.0,23.850615672385636,0.0,4.0,-1.0
17,23.850615672385636,0.0,23.955531439264778,0.0,4.0,-1.0
18,23.955531439264778,0.0,24.0708907544334,0.0,4.0,-1.0
19,24.0708907544334,0.0,24.19589532432853,0.0,4.0,2.0
20,24.19589532432853,0.0,24.329853904104667,0.0,4.0,2.0
21,24.329853904104667,0.0,24.472156196925617,0.0,4.0,2.0
22,24.472156196925617,0.0,24.622252586493957,0.0,4.0,2.0
23,24.622252586493957,0.0,24.779638434340622,0.0,4.0,2.0
24,24.779638434340622,0.0,24.943841950055223,0.0,4.0,2.0
25,24.943841950055223,0.0,25.11441485888795,0.0,4.0,2.0
26,25.11441485888795,0.0,25.29092526018467,0.0,4.0,2.0
27,25.29092526018467,0.0,25.47295220223749,0.0,4.0,2.0
28,25.47295220223749,0.0,25.660081602402276,0.0,4.0,2.0
29,25.660081602402276,0.0,25.851903222051593,0.0,4.0,2.0
30,25.851903222051593,0.0,26.048008469020456,0.0,4.0,2.0
31,26.048008469020456,0.0,26.247988849512225,0.0,4.0,-1.5
32,26.247988849512225,0.0,26.451434929971775,0.0,4.0,-1.5
33,26.451434929971775,0.0,26.657935699554475,0.0,4.0,-1.5
34,26.657935699554475,0.0,26.867078247361285,0.0,4.0,-1.5
35,26.867078247361285,0.0,27.07844768700931,0.0,4.0,-1.5
36,27.07844768700931,0.0,26.59038443334168,0.3482785507531932,4.0,-1.5
37,26.59038443334168,0.3482785507531932,26.958048127926354,0.0,4.0,-1.5
38,26.958048127926354,0.0,27.293261678629577,0.0,4.0,-1.5
39,27.293261678629577,0.0,26.829183037141703,0.3842742152823627,4.0,-1.5
40,26.829183037141703,0.3842742152823627,27.287447247443108,0.0,4.0,-1.5
41,27.287447247443108,0.0,26.920826054471636,0.3832999104298835,4.0,-1.5
42,26.920826054471636,0.3832999104298835,27.45243658248068,0.0,4.0,-1.5
43,27.45243658248068,0.0,27.086430549593064,0.4109466233376791,4.0,-1.5
44,27.086430549593064,0.4109466233376791,26.96901987264001,0.3496162124268112,4.0,-1.5
45,26.96901987264001,0.3496162124268112,27.625635329936692,0.0,4.0,-1.5
46,27.625635329936692,0.0,27.296668496816324,0.439968960119725,4.0,-1.5
47,27.296668496816324,0.439968960119725,27.19321687385055,0.3848450844498553,4.0,-1.5
48,27.19321687385055,0.3848450844498553,27.188961262211276,0.36751004082822364,4.0,-1.5
49,27.188961262211276,0.36751004082822364,27.227697967503612,0.3667969421712028,4.0,-1.5
50,27.227697967503612,0.3667969421712028,27.284377458827418,0.37328792275468864,4.0,-1.5
51,27.284377458827418,0.37328792275468864,27.347794129773526,0.382785516184181,4.0,-1.5
52,27.347794129773526,0.382785516184181,27.412895565561612,0.3934120363457171,4.0,-1.5
53,27.412895565561612,0.3934120363457171,27.477365719219975,0.4043208669359409,4.0,-1.5
54,27.477365719219975,0.4043208669359409,27.540106966043673,0.41512391568396045,4.0,-1.5
55,27.540106966043673,0.41512391568396045,27.600565818029025,0.42563725727671814,4.0,-1.5
56,27.600565818029025,0.42563725727671814,27.65843346815027,0.43576814557439697,4.0,-1.5
57,27.65843346815027,0.43576814557439697,27.713512864609676,0.44546483481304705,4.0,-1.5
58,27.713512864609676,0.44546483481304705,27.76565976790841,0.4546943056797614,4.0,-1.5
59,27.76565976790841,0.4546943056797614,27.814756672131956,0.46343238844251927,4.0,-1.5
60,27.814756672131956,0.46343238844251927,27.86070132138305,0.4716593930269115,4.0,-1.5
61,27.86070132138305,0.4716593930269115,27.903401704279037,0.47935818475308645,4.0,-1.5
62,27.903401704279037,0.47935818475308645,27.94277391993503,0.48651334558035736,4.0,-1.5
63,27.94277391993503,0.48651334558035736,27.97874131286874,0.4931108165171129,4.0,-1.5
64,27.97874131286874,0.4931108165171129,28.01123416465295,0.49913775265970495,4.0,-1.5
65,28.01123416465295,0.49913775265970495,28.040189625752443,0.5045824715236794,4.0,-1.5
66,28.040189625752443,0.5045824715236794,28.065551746764488,0.5094344416219178,4.0,-1.5
67,28.065551746764488,0.5094344416219178,28.087271546395808,0.5136842876995026,4.0,-1.5
68,28.087271546395808,0.5136842876995026,28.105307088228678,0.5173238021243909,4.0,-1.5
69,28.105307088228678,0.5173238021243909,28.119623553769475,0.520345957750852,4.0,-1.5
70,28.119623553769475,0.520345957750852,28.13019330614779,0.5227449201599718,4.0,-1.5
71,28.13019330614779,0.5227449201599718,28.136995941903525,0.5245160583334977,4.0,-1.5
72,28.136995941903525,0.5245160583334977,28.14001832967824,0.525655953331634,4.0,-1.5
73,28.14001832967824,0.525655953331634,28.139254635254343,0.5261624047764173,4.0,-1.5
74,28.139254635254343,0.5261624047764173,28.134706332679915,0.5260344350474526,4.0,-1.5
75,28.134706332679915,0.5260344350474526,28.12638220136266,0.5252722911460644,4.0,-1.5
76,28.12638220136266,0.5252722911460644,28.114298309096277,0.5238774442083363,4.0,-1.5
77,28.114298309096277,0.5238774442083363,28.098477981033305,0.5218525866608995,4.0,-1.5
78,28.098477981033305,0.5218525866608995,28.07895175465598,0.5192016270218142,4.0,-1.5
79,28.07895175465598,0.5192016270218142,28.055757320828317,0.5159296823551868,4.0,-1.5
80,28.055757320828317,0.5159296823551868,28.028939451041563,0.5120430683934649,4.0,-1.5
81,28.028939451041563,0.5120430683934649,27.99854991099271,0.5075492873461979,4.0,-1.5
82,27.99854991099271,0.5075492873461979,27.964647360662585,0.5024570134186787,4.0,-1.5
83,27.964647360662585,0.5024570134186787,27.927297241086222,0.4967760760683605,4.0,-1.5
84,27.927297241086222,0.4967760760683605,27.886571648034035,0.490517441031348,4.0,-1.5
85,27.886571648034035,0.490517441031348,27.84254919284758,0.48369318915556986,4.0,-1.5
86,27.84254919284758,0.48369318915556986,27.795314850698542,0.47631649308149304,4.0,-1.5
87,27.795314850698542,0.47631649308149304,27.744959796563784,0.4684015918153857,4.0,-1.5
88,27.744959796563784,0.4684015918153857,27.69158122923315,0.4599637632442046,4.0,-1.5
89,27.69158122923315,0.4599637632442046,27.635282183689668,0.4510192946451683,4.0,-1.5
90,27.635282183689668,0.4510192946451683,27.57617133222434,0.44158545124693205,4.0,-1.5
91,27.57617133222434,0.44158545124693205,27.514362774669408,0.43168044290305874,4.0,-1.5
92,27.514362774669408,0.43168044290305874,27.449975818155,0.4213233889421038,4.0,-1.5
93,27.449975818155,0.4213233889421038,27.38313474681431,0.4105342812621728,4.0,-1.5
94,27.38313474681431,0.4105342812621728,27.313968581881806,0.3993339457411845,4.0,-1.5
95,27.313968581881806,0.3993339457411845,27.24261083264758,0.38774400203732795,4.0,-1.5
96,27.24261083264758,0.38774400203732795,27.169199238748504,0.37578682185731255,4.0,-1.5
97,27.169199238748504,0.37578682185731255,27.093875504293738,0.3634854857729577,4.0,-1.5
98,27.093875504293738,0.3634854857729577,27.01678502433769,0.3508637386694874,4.0,-1.5
99,27.01678502433769,0.3508637386694874,26.938076604228485,0.3379459439115189,4.0,-1.5
100,26.938076604228485,0.3379459439115189,27.511785527118995,0.0,4.0,-1.5
101,27.511785527118995,0.0,27.06693462265841,0.4208915281609063,4.0,-1.5
102,27.06693462265841,0.4208915281609063,26.822853050293357,0.3463493449367945,4.0,-1.5
103,26.822853050293357,0.3463493449367945,27.282499195776314,0.0,4.0,-1.5
104,27.282499195776314,0.0,26.82440130285968,0.38247078190558437,4.0,-1.5
105,26.82440130285968,0.38247078190558437,27.188792046799957,0.0,4.0,-1.5
106,27.188792046799957,0.0,26.687342315134913,0.3667685873087795,4.0,-1.5
107,26.687342315134913,0.3667685873087795,26.985906326366564,0.0,4.0,-1.5
108,26.985906326366564,0.0,27.171333736928638,0.0,4.0,-1.5
109,27.171333736928638,0.0,26.53581199952307,0.3638431565180088,4.0,-1.5
110,26.53581199952307,0.3638431565180088,26.72389193447804,0.0,4.0,-1.5
111,26.72389193447804,0.0,26.82344092448871,0.0,4.0,-1.5
112,26.82344092448871,0.0,26.85413226587167,0.0,4.0,-1.5
113,26.85413226587167,0.0,26.831435229548447,0.0,4.0,-1.5
114,26.831435229548447,0.0,26.76753202287946,0.0,4.0,-1.5
115,26.76753202287946,0.0,26.672034390424376,0.0,4.0,-1.5
116,26.672034390424376,0.0,26.552543597548887,0.0,4.0,-1.5
117,26.552543597548887,0.0,26.4150879911478,0.0,4.0,-1.5
118,26.4150879911478,0.0,26.26446486693752,0.0,4.0,-1.5
119,26.26446486693752,0.0,26.104507537635772,0.0,4.0,-1.5
120,26.104507537635772,0.0,25.93829393510665,0.0,4.0,-1.5
121,25.93829393510665,0.0,25.76830951409304,0.0,4.0,2.0
122,25.76830951409304,0.0,25.596574438090475,0.0,4.0,2.0
123,25.596574438090475,0.0,25.424742849301445,0.0,4.0,2.0
124,25.424742849301445,0.0,25.254180321611962,0.0,4.0,2.0
125,25.254180321611962,0.0,25.086024264317192,0.0,4.0,2.0
126,25.086024264317192,0.0,24.921231003723957,0.0,4.0,2.0
127,24.921231003723957,0.0,24.76061245632828,0.0,4.0,2.0
128,24.76061245632828,0.0,24.6048646714107,0.0,4.0,2.0
129,24.6048646714107,0.0,24.45459002384327,0.0,4.0,2.0
130,24.45459002384327,0.0,24.310314449355623,0.0,4.0,2.0
131,24.310314449355623,0.0,24.17250081077533,0.0,4.0,2.0
132,24.17250081077533,0.0,24.04155924632304,0.0,4.0,2.0
133,24.04155924632304,0.0,23.917855165431455,0.0,4.0,2.0
134,23.917855165431455,0.0,23.80171541245503,0.0,4.0,-1.0
135,23.80171541245503,0.0,23.693433005199932,0.0,4.0,-1.0
136,23.693433005199932,0.0,23.593270766518295,0.0,4.0,-1.0
137,23.593270766518295,0.0,23.501464097873015,0.0,4.0,-1.0
138,23.501464097873015,0.0,23.418223089564943,0.0,4.0,-1.0
139,23.418223089564943,0.0,23.343734119921802,0.0,4.0,-1.0
140,23.343734119921802,0.0,23.278161062595903,0.0,4.0,-1.0
141,23.278161062595903,0.0,23.221646195188647,0.0,4.0,-1.0
142,23.221646195188647,0.0,23.174310882136623,0.0,4.0,-1.0
